年度,問句,問題類別
2026,AI 與知識分享系列課程,圖書館推廣與展演活動
2026,借還書規則,借還書與流通服務
2026,村上春樹的書籍,幫忙找資料
2026,學生證能借書嗎,借還書與流通服務
2026,學位論文提交,學位論文與比對系統
2026,怎麼看自己的借書紀錄,借還書與流通服務
2026,借書紀錄,借還書與流通服務
2026,今天開館到幾點\,開館時間與空間指引
2026,借還書規則,借還書與流通服務
2026,館藏查詢,館藏查詢
2026,圖書館好冷啊啊啊啊啊完全沒辦法專心欸,空間與設備
2026,借閱總館2樓預約書區書籍,借還書與流通服務
2026,圖書館線上測驗平台諮詢要撥哪個分機？,行政庶務
2026,辦理借書證,校外人士與校友服務
2026,可以借幾天,借還書與流通服務
2026,借還書規則,借還書與流通服務
2026,借還書規則,借還書與流通服務
2026,光碟借用數量及期限,借還書與流通服務
2026,借還書規則,借還書與流通服務
2026,開館日期及時間,開館時間與空間指引
2026,開館日期及時間,開館時間與空間指引
2026,開館日期及時間,開館時間與空間指引
2026,開館日期及時間,開館時間與空間指引
2026,我想要找宗教類的書,幫忙找資料
2026,逾期罰款的繳交方式,借還書與流通服務
2026,罰款,借還書與流通服務
2026,借還書規則,借還書與流通服務
2026,我要登入,電子資源與系統登入
2026,假日能辦理論文繳交與離校手續啊,學位論文與比對系統
2026,寒假借書,借還書與流通服務
2026,辦理借書證,校外人士與校友服務
2026,校友可以使用電子資源嗎?,校外人士與校友服務
2026,校友辦證後可以借電子書嗎,校外人士與校友服務
2026,校外人士進館,校外人士與校友服務
2026,校外人士可以借用電腦設備,校外人士與校友服務
2026,請問如何借書及進入閱覽室閱讀書物,借還書與流通服務
2026,請問學報收錄及裝訂原則,行政庶務
2026,自習室開放時間,開館時間與空間指引
2026,甚麼時候開學,開館時間與空間指引
2026,寒暑假期間要還書怎麼做,借還書與流通服務
2026,你會聊天嗎,客服機機人
2026,校外人士進館,校外人士與校友服務
2026,天啊 你只會回應這個嗎,客服機機人
2026,報紙不能外借吧,借還書與流通服務
2026,自習室開放時間,開館時間與空間指引
2026,自習室開放時間,開館時間與空間指引
2026,工讀錄取參考服務組時間,工讀招募
2026,設定PIN Code,電子資源與系統登入
2026,報紙借閱,借還書與流通服務
2026,圖書館是否保存過期報紙,館藏查詢
2026,報紙,館藏查詢
2026,Turnitin使用手冊,學位論文與比對系統
2026,電子檔上傳,學位論文與比對系統
2026,現在我要論文對比，怎麼上傳文件,學位論文與比對系統
2026,登入,電子資源與系統登入
2026,登入,電子資源與系統登入
2026,我要登入,電子資源與系統登入
2026,論文比對網址進去是英文的,學位論文與比對系統
2026,圖書借閱單,借還書與流通服務
2026,借閱紀錄單,借還書與流通服務
2026,借閱紀錄,借還書與流通服務
2026,借還書規則,借還書與流通服務
2026,when open on 1/9,開館時間與空間指引
2026,數位資訊組的組長是誰,行政庶務
2026,圖書館利用講習,圖書館推廣與展演活動
2026,怎麼看電子書,電子資源與系統登入
2026,圖書館利用講習,圖書館推廣與展演活動
2026,怎麼預約,借還書與流通服務
2026,個人閱覽座,空間與設備
2026,學校是否有提供有聲書,館藏查詢
2026,有聲書,館藏查詢
2026,寒假前借的書，在寒假開始前要還嗎？,借還書與流通服務
2026,寒假前借閱的書籍最晚什麼時候還,借還書與流通服務
2026,請問書籍借閱可以借到寒假後嗎？還是寒假前要還回去,借還書與流通服務
2026,館藏查詢,館藏查詢
2026,館藏查詢,館藏查詢
2026,館藏查詢,館藏查詢
2026,館藏查詢,館藏查詢
2026,線上查詢到書在架上 但實際上去看並沒有發現,館藏查詢
2026,館藏查詢,館藏查詢
2026,預約借書,借還書與流通服務
2026,為什麼還在考試就不開自習室工作人員有空聊天沒空開自習室,空間與設備
2026,自習室開放時間,開館時間與空間指引
2026,如何借用討論室,空間與設備
2026,如何登入',電子資源與系統登入
2026,開館日期及時間,開館時間與空間指引
2026,電子資料庫,電子資源與系統登入
2026,線上續借,借還書與流通服務
2026,登入,電子資源與系統登入
2026,如何借用電腦,空間與設備
2026,怎麼登記借電腦,空間與設備
2026,怎麼借電腦,空間與設備
2026,國科會購書,資源推薦購買
2026,自習室開放,開館時間與空間指引
2026,畢業紀念冊放在那裡,館藏查詢
2026,畢業紀念冊,館藏查詢
2026,自習室開放時間,開館時間與空間指引
2026,102 學年度（2013年）的紙本畢業紀念冊,館藏查詢
2026,鍾靈分館閱覽區幾點開,開館時間與空間指引
2026,館藏查詢,館藏查詢
2026,最多可以借幾本書,借還書與流通服務
2026,館藏查詢,館藏查詢
2026,自習室開放時間,開館時間與空間指引
2026,自習室開放時間,開館時間與空間指引
2026,費用,行政庶務
2026,辦理借書證,校外人士與校友服務
2026,校友可以使用電子資源嗎?,校外人士與校友服務
2026,5樓論文可以借嗎,借還書與流通服務
2026,我要投訴,行政庶務
2026,你為何叫小書僮,客服機機人
2026,校友相關服務,校外人士與校友服務
2026,索書號在哪裡看,館藏查詢
2026,我想要查書籍,館藏查詢
2026,查詢個人借閱紀錄,借還書與流通服務
2026,東西掉在圖書館,行政庶務
2026,你好,客服機機人
2026,研究小間申請,空間與設備
2026,研究小間申請,空間與設備
2026,討論室預約,空間與設備
2026,自習室開放時間,開館時間與空間指引
2026,預約參考服務,行政庶務
2026,參考諮詢,行政庶務
2026,如何應徵圖書館工讀生,工讀招募
2026,請給我AI與保險相關的關鍵字,幫忙找資料
2026,請給我AI與保鮮關關鍵字,幫忙找資料
2026,淡江scopus,電子資源與系統登入
2026,校外人士借電子書,校外人士與校友服務
2026,學生證遺失怎麼辦,行政庶務
2026,Does the library has TEJ API?,幫忙找資料
2026,開館日期及時間,開館時間與空間指引
2026,開館日期及時間,開館時間與空間指引
2026,直接去櫃檯說我遺失東西就好了嗎,行政庶務
2026,在圖書館遺失物品怎麼辦,行政庶務
2026,最近有什麼展覽,圖書館推廣與展演活動
2026,自習室開放時間,開館時間與空間指引
2026,612580018論文已提交審查數天，未見mail回覆?,學位論文與比對系統
2026,開館日期及時間,開館時間與空間指引
2026,自習室現在有開嗎,開館時間與空間指引
2026,1/1自習室有開嗎,開館時間與空間指引
2026,自習室開放時間,開館時間與空間指引
2026,1/1圖書館有開嗎,開館時間與空間指引
2026,當工讀生,工讀招募
2026,自習室插座可以用嗎,空間與設備
2026,插座,空間與設備
2026,自習室的充電器可以用嗎,空間與設備
2026,自習室有什麼規定嗎,空間與設備
2026,借還書規則,借還書與流通服務
2026,借還書規則,借還書與流通服務
2025,請問明天元旦有開嗎？,開館時間與空間指引
2025,校友證,校外人士與校友服務
2025,校外讀者可以借研究小間嗎？,校外人士與校友服務
2025,我是問研究小間的借用,空間與設備
2025,我是校外讀者，可以借研究小間嗎？,校外人士與校友服務
2025,請問兼任老師可以借多少書、借多久,借還書與流通服務
2025,請問兼任老師可以借書嗎？一次可以借多少書？借多久,借還書與流通服務
2025,可以跨館還書嗎,借還書與流通服務
2025,請問總館借的書可以在台北分館還書嗎,借還書與流通服務
2025,續借可以借多久,借還書與流通服務
2025,討論室使用完後要做什麼,空間與設備
2025,如果租閱覽室但提前結束可以提前離開嗎,空間與設備
2025,校外人士進館,校外人士與校友服務
2025,館藏查詢,館藏查詢
2025,影片可借幾天,借還書與流通服務
2025,學校的雜誌可以外借嗎,借還書與流通服務
2025,借還書規則,借還書與流通服務
2025,如何借書,借還書與流通服務
2025,學生借書要借書證還是學生證就好,借還書與流通服務
2025,寒假借書,借還書與流通服務
2025,查詢個人借閱紀錄,借還書與流通服務
2025,圖書館有漫畫嗎,館藏查詢
2025,索書號在哪裡看,館藏查詢
2025,開館日期及時間,開館時間與空間指引
2025,預約借書,借還書與流通服務
2025,我要投訴,行政庶務
2025,索書號在哪裡看,館藏查詢
2025,館藏查詢,館藏查詢
2025,雙人座申請,空間與設備
2025,個人的可以進入兩個人嗎,空間與設備
2025,兩人借空間,空間與設備
2025,怎麼登入,電子資源與系統登入
2025,自習室開放時間,開館時間與空間指引
2025,推薦購書網址,資源推薦購買
2025,樓層介紹,開館時間與空間指引
2025,總圖書館樓層配置,開館時間與空間指引
2025,館藏查詢,館藏查詢
2025,討論室預約,空間與設備
2025,學位論文提交,學位論文與比對系統
2025,怎麼登入,電子資源與系統登入
2025,樓層介紹,開館時間與空間指引
2025,討論室如何預約,空間與設備
2025,借還書規則,借還書與流通服務
2025,開館日期及時間,開館時間與空間指引
2025,自習室開放時間,開館時間與空間指引
2025,校史館開館時間,開館時間與空間指引
2025,如何找論文,幫忙找資料
2025,我要連至華藝線上,電子資源與系統登入
2025,怎麼找華藝登入,電子資源與系統登入
2025,turnitin無法登入,電子資源與系統登入
2025,比對系統無法新增課程,學位論文與比對系統
2025,請問覺生紀念圖書館的現任館長是誰？,行政庶務
2025,自習室開放時間,開館時間與空間指引
2025,開館日期及時間,開館時間與空間指引
2025,館藏查詢,館藏查詢
2025,校友相關服務,校外人士與校友服務
2025,開館日期及時間,開館時間與空間指引
2025,校史館開館時間,開館時間與空間指引
2025,賠書,借還書與流通服務
2025,12／27號禮拜六有開館嗎,開館時間與空間指引
2025,我要續借,借還書與流通服務
2025,工讀,工讀招募
2025,館藏查詢,館藏查詢
2025,書目管理軟體,電子資源與系統登入
2025,Primo,電子資源與系統登入
2025,我要續借,借還書與流通服務
2025,有沒有淘汰書贈送,圖書館推廣與展演活動
2025,今年有淘寶趣嗎,圖書館推廣與展演活動
2025,學位論文比對,學位論文與比對系統
2025,學位論文提交,學位論文與比對系統
2025,學位論文比對,學位論文與比對系統
2025,沒有收到Turnitin的註冊信,學位論文與比對系統
2025,今天有開嗎？,開館時間與空間指引
2025,自習室開放時間,開館時間與空間指引
